cust_id,trans_date,month_name,qtr,fy,is_weekend,loc_name,items,total_quantity,total_sales
cust_01,2022-03-10,March,1,22,False,in-store,['1743'],5,92.5
cust_01,2022-03-10,March,1,22,False,online,['1761'],2,25.0
cust_01,2022-03-17,March,1,22,False,in-store,['1603'],5,107.5
cust_01,2022-03-17,March,1,22,False,online,['1643'],5,160.0
cust_01,2022-03-23,March,1,22,False,in-store,['1639'],1,21.5
cust_01,2022-03-23,March,1,22,False,online,['1636'],9,355.5
cust_01,2022-03-24,March,1,22,False,in-store,['1727'],2,34.0
cust_01,2022-03-30,March,1,22,False,in-store,['1746'],5,115.0
cust_01,2022-04-02,April,2,22,True,in-store,['1645'],10,140.0
cust_01,2022-04-03,April,2,22,True,online,['1647'],5,62.5
cust_01,2022-04-05,April,2,22,False,in-store,['1800'],3,51.0
cust_01,2022-04-06,April,2,22,False,online,['1626'],6,120.0
cust_01,2022-04-09,April,2,22,True,online,['1678'],1,11.0
cust_01,2022-04-12,April,2,22,False,online,['1689'],1,5.0
cust_01,2022-04-13,April,2,22,False,in-store,['1757'],3,64.5
cust_01,2022-04-17,April,2,22,True,in-store,['1696'],10,230.0
cust_01,2022-04-22,April,2,22,False,in-store,['1716'],2,82.0
cust_01,2022-04-27,April,2,22,False,online,['1629'],1,41.0
cust_01,2022-04-29,April,2,22,False,online,['1672'],8,100.0
cust_01,2022-05-02,May,2,22,False,online,['1702'],10,65.0
cust_01,2022-05-03,May,2,22,False,in-store,['1733'],10,110.0
cust_01,2022-05-06,May,2,22,False,in-store,['1643'],7,224.0
cust_01,2022-05-08,May,2,22,True,in-store,['1711'],7,234.5
cust_01,2022-05-10,May,2,22,False,in-store,['1700'],5,77.5
cust_01,2022-05-13,May,2,22,False,online,['1777'],7,224.0
cust_01,2022-05-14,May,2,22,True,online,['1708'],1,20.0
cust_01,2022-05-17,May,2,22,False,online,['1708'],2,40.0
cust_01,2022-05-19,May,2,22,False,online,['1632'],9,180.0
cust_01,2022-05-22,May,2,22,True,in-store,['1725'],3,33.0
cust_01,2022-05-22,May,2,22,True,online,['1762'],4,158.0
cust_01,2022-05-23,May,2,22,False,in-store,['1659'],7,234.5
cust_01,2022-05-24,May,2,22,False,in-store,['1693'],8,40.0
cust_01,2022-05-30,May,2,22,False,in-store,['1702'],6,39.0
cust_01,2022-06-02,June,2,22,False,in-store,['1740'],3,87.0
cust_01,2022-06-03,June,2,22,False,in-store,['1747'],8,88.0
cust_01,2022-06-03,June,2,22,False,online,['1614'],5,137.5
cust_01,2022-06-04,June,2,22,True,in-store,['1717'],10,215.0
cust_01,2022-06-06,June,2,22,False,online,['1706'],10,320.0
cust_01,2022-06-08,June,2,22,False,online,['1705'],5,122.5
cust_01,2022-06-12,June,2,22,True,online,['1678'],6,66.0
cust_01,2022-06-23,June,2,22,False,in-store,['1724'],3,64.5
cust_01,2022-06-24,June,2,22,False,online,['1622'],5,167.5
cust_01,2022-06-27,June,2,22,False,online,"['1769', '1659']",6,205.5
cust_01,2022-06-28,June,2,22,False,online,['1720'],10,290.0
cust_01,2022-07-02,July,3,22,True,in-store,['1643'],9,288.0
cust_01,2022-07-02,July,3,22,True,online,['1750'],1,29.0
cust_01,2022-07-03,July,3,22,True,online,['1765'],2,61.0
cust_01,2022-07-04,July,3,22,False,online,['1656'],3,28.5
cust_01,2022-07-21,July,3,22,False,online,['1641'],1,27.5
cust_01,2022-07-23,July,3,22,True,online,['1733'],8,88.0
cust_01,2022-07-24,July,3,22,True,in-store,['1612'],2,13.0
cust_01,2022-07-28,July,3,22,False,in-store,['1800'],5,85.0
cust_01,2022-07-30,July,3,22,True,in-store,"['1686', '1641']",15,448.5
cust_01,2022-07-31,July,3,22,True,in-store,['1715'],5,160.0
cust_01,2022-08-03,August,3,22,False,in-store,['1641'],5,137.5
cust_01,2022-08-04,August,3,22,False,in-store,['1798'],7,171.5
cust_01,2022-08-06,August,3,22,True,online,['1621'],3,73.5
cust_01,2022-08-07,August,3,22,True,in-store,['1629'],4,164.0
cust_01,2022-08-08,August,3,22,False,in-store,['1742'],3,51.0
cust_01,2022-08-15,August,3,22,False,in-store,['1741'],6,201.0
cust_01,2022-08-16,August,3,22,False,in-store,['1717'],6,129.0
cust_01,2022-08-17,August,3,22,False,in-store,['1701'],1,23.0
cust_01,2022-08-21,August,3,22,True,online,['1732'],9,72.0
cust_01,2022-08-26,August,3,22,False,in-store,['1649'],2,73.0
cust_01,2022-08-31,August,3,22,False,online,['1712'],8,220.0
cust_01,2022-09-01,September,3,22,False,in-store,['1615'],10,290.0
cust_01,2022-09-05,September,3,22,False,in-store,['1639'],8,172.0
cust_01,2022-09-08,September,3,22,False,online,['1745'],5,77.5
cust_01,2022-09-12,September,3,22,False,online,['1715'],3,96.0
cust_01,2022-09-17,September,3,22,True,in-store,['1757'],10,215.0
cust_01,2022-09-21,September,3,22,False,in-store,"['1733', '1663']",7,80.0
cust_01,2022-09-22,September,3,22,False,in-store,"['1727', '1718']",3,90.0
cust_01,2022-09-23,September,3,22,False,online,['1637'],10,155.0
cust_01,2022-09-26,September,3,22,False,in-store,['1656'],3,28.5
cust_01,2022-09-29,September,3,22,False,online,['1657'],7,255.5
cust_01,2022-09-30,September,3,22,False,online,"['1666', '1638']",8,71.5
cust_01,2022-10-03,October,4,22,False,in-store,['1702'],7,45.5
cust_01,2022-10-04,October,4,22,False,in-store,['1755'],2,25.0
cust_01,2022-10-06,October,4,22,False,online,['1745'],4,62.0
cust_01,2022-10-09,October,4,22,True,in-store,['1603'],6,129.0
cust_01,2022-10-10,October,4,22,False,in-store,['1643'],4,128.0
cust_01,2022-10-12,October,4,22,False,online,['1662'],1,41.0
cust_01,2022-10-15,October,4,22,True,in-store,['1711'],1,33.5
cust_01,2022-10-17,October,4,22,False,in-store,['1612'],10,65.0
cust_01,2022-10-17,October,4,22,False,online,['1644'],4,152.0
cust_01,2022-10-24,October,4,22,False,in-store,['1742'],7,119.0
cust_01,2022-10-26,October,4,22,False,online,"['1691', '1732']",12,82.5
cust_01,2022-10-30,October,4,22,True,online,['1797'],3,96.0
cust_01,2022-10-31,October,4,22,False,online,['1633'],6,228.0
cust_01,2022-11-04,November,4,23,False,in-store,['1709'],7,203.0
cust_01,2022-11-04,November,4,23,False,online,['1706'],5,160.0
cust_01,2022-11-05,November,4,23,True,online,['1716'],8,328.0
cust_01,2022-11-11,November,4,23,False,in-store,['1703'],8,112.0
cust_01,2022-11-13,November,4,23,True,online,['1694'],6,48.0
cust_01,2022-11-15,November,4,23,False,in-store,['1757'],3,64.5
cust_01,2022-11-15,November,4,23,False,online,['1697'],6,75.0
cust_01,2022-11-16,November,4,23,False,in-store,['1615'],2,58.0
cust_01,2022-11-16,November,4,23,False,online,['1691'],2,13.0
cust_01,2022-11-17,November,4,23,False,online,['1724'],4,86.0
cust_01,2022-11-20,November,4,23,True,online,['1603'],3,64.5
cust_01,2022-11-25,November,4,23,False,in-store,['1639'],8,172.0
cust_01,2022-11-25,November,4,23,False,online,['1610'],6,48.0
cust_01,2022-11-29,November,4,23,False,in-store,['1670'],3,28.5
cust_01,2022-11-30,November,4,23,False,in-store,['1735'],6,174.0
cust_01,2022-12-05,December,4,23,False,in-store,['1683'],7,266.0
cust_01,2022-12-06,December,4,23,False,in-store,['1733'],1,11.0
cust_01,2022-12-09,December,4,23,False,online,['1651'],8,52.0
cust_01,2022-12-14,December,4,23,False,in-store,['1627'],5,62.5
cust_01,2022-12-14,December,4,23,False,online,['1673'],5,175.0
cust_01,2022-12-23,December,4,23,False,in-store,['1658'],1,14.0
cust_01,2022-12-23,December,4,23,False,online,['1766'],8,304.0
cust_01,2022-12-27,December,4,23,False,in-store,['1610'],9,72.0
cust_01,2022-12-28,December,4,23,False,online,['1697'],8,100.0
cust_01,2022-12-30,December,4,23,False,online,['1734'],9,45.0
cust_01,2023-01-06,January,1,23,False,in-store,['1661'],4,80.0
cust_01,2023-01-07,January,1,23,True,in-store,['1768'],6,39.0
cust_01,2023-01-10,January,1,23,False,in-store,"['1724', '1701']",12,273.0
cust_01,2023-01-13,January,1,23,False,in-store,['1678'],10,110.0
cust_01,2023-01-15,January,1,23,True,in-store,['1621'],9,220.5
cust_01,2023-01-21,January,1,23,True,online,"['1621', '1647']",11,185.5
cust_01,2023-01-29,January,1,23,True,online,['1669'],10,95.0
cust_01,2023-01-31,January,1,23,False,online,['1632'],10,200.0
cust_01,2023-02-09,February,1,23,False,online,['1644'],1,38.0
cust_01,2023-02-10,February,1,23,False,online,['1780'],6,192.0
cust_01,2023-02-14,February,1,23,False,online,['1749'],7,66.5
cust_01,2023-02-16,February,1,23,False,in-store,['1754'],4,134.0
cust_01,2023-02-19,February,1,23,True,in-store,['1637'],2,31.0
cust_01,2023-02-20,February,1,23,False,in-store,"['1619', '1642']",9,91.5
cust_01,2023-02-21,February,1,23,False,in-store,['1746'],7,161.0
cust_01,2023-02-23,February,1,23,False,in-store,['1640'],3,82.5
cust_01,2023-02-24,February,1,23,False,in-store,['1619'],5,47.5
cust_01,2023-02-24,February,1,23,False,online,['1716'],2,82.0
cust_01,2023-03-01,March,1,23,False,in-store,"['1653', '1730']",16,375.5
cust_01,2023-03-03,March,1,23,False,in-store,['1752'],3,19.5
cust_01,2023-03-03,March,1,23,False,online,['1715'],7,224.0
cust_01,2023-03-08,March,1,23,False,online,['1690'],3,118.5
cust_01,2023-03-09,March,1,23,False,online,['1661'],5,100.0
cust_01,2023-03-19,March,1,23,True,online,['1703'],3,42.0
cust_01,2023-03-20,March,1,23,False,in-store,['1647'],1,12.5
cust_01,2023-03-23,March,1,23,False,online,['1733'],10,110.0
cust_01,2023-03-24,March,1,23,False,online,['1686'],1,33.5
cust_01,2023-03-26,March,1,23,True,in-store,"['1735', '1669']",11,202.0
cust_01,2023-03-31,March,1,23,False,in-store,"['1612', '1742']",8,62.5
cust_01,2023-04-01,April,2,23,True,in-store,['1638'],5,40.0
cust_01,2023-04-02,April,2,23,True,in-store,['1716'],5,205.0
cust_01,2023-04-03,April,2,23,False,online,['1787'],3,78.0
cust_01,2023-04-04,April,2,23,False,online,['1697'],4,50.0
cust_01,2023-04-07,April,2,23,False,in-store,['1730'],8,208.0
cust_01,2023-04-14,April,2,23,False,in-store,['1747'],9,99.0
cust_01,2023-04-19,April,2,23,False,online,['1624'],2,49.0
cust_01,2023-04-21,April,2,23,False,in-store,['1734'],1,5.0
cust_01,2023-04-21,April,2,23,False,online,['1656'],8,76.0
cust_01,2023-04-23,April,2,23,True,in-store,['1773'],8,136.0
cust_01,2023-04-24,April,2,23,False,in-store,['1681'],7,108.5
cust_01,2023-04-25,April,2,23,False,online,['1623'],7,287.0
cust_01,2023-04-27,April,2,23,False,in-store,['1725'],9,99.0
cust_01,2023-04-29,April,2,23,True,online,['1644'],5,190.0
cust_01,2023-05-01,May,2,23,False,online,['1604'],10,275.0
cust_01,2023-05-03,May,2,23,False,online,['1648'],4,158.0
cust_01,2023-05-06,May,2,23,True,in-store,['1668'],6,147.0
cust_01,2023-05-09,May,2,23,False,online,['1689'],4,20.0
cust_01,2023-05-10,May,2,23,False,in-store,['1637'],7,108.5
cust_01,2023-05-11,May,2,23,False,in-store,['1624'],6,147.0
cust_01,2023-05-18,May,2,23,False,in-store,['1661'],3,60.0
cust_01,2023-05-21,May,2,23,True,in-store,['1708'],7,140.0
cust_01,2023-05-21,May,2,23,True,online,['1715'],8,256.0
cust_01,2023-05-22,May,2,23,False,in-store,['1701'],7,161.0
cust_01,2023-05-22,May,2,23,False,online,['1632'],3,60.0
cust_01,2023-05-27,May,2,23,True,online,['1607'],2,10.0
cust_01,2023-06-03,June,2,23,True,online,['1717'],10,215.0
cust_01,2023-06-08,June,2,23,False,in-store,['1789'],6,210.0
cust_01,2023-06-09,June,2,23,False,in-store,['1718'],5,182.5
cust_01,2023-06-15,June,2,23,False,in-store,['1616'],9,207.0
cust_01,2023-06-15,June,2,23,False,online,['1723'],7,35.0
cust_01,2023-06-16,June,2,23,False,in-store,['1649'],6,219.0
cust_01,2023-06-19,June,2,23,False,in-store,['1670'],1,9.5
cust_01,2023-06-19,June,2,23,False,online,"['1641', '1674']",7,192.5
cust_01,2023-06-22,June,2,23,False,in-store,['1651'],4,26.0
cust_01,2023-06-22,June,2,23,False,online,['1639'],7,150.5
cust_01,2023-06-23,June,2,23,False,online,['1701'],3,69.0
cust_01,2023-06-28,June,2,23,False,in-store,['1609'],9,328.5
cust_01,2023-07-02,July,3,23,True,in-store,['1695'],7,140.0
cust_01,2023-07-08,July,3,23,True,in-store,['1736'],1,33.5
cust_01,2023-07-11,July,3,23,False,online,"['1629', '1695']",6,141.0
cust_01,2023-07-12,July,3,23,False,in-store,['1622'],8,268.0
cust_01,2023-07-12,July,3,23,False,online,"['1632', '1702']",12,132.0
cust_01,2023-07-15,July,3,23,True,online,['1693'],6,30.0
cust_01,2023-07-16,July,3,23,True,online,"['1625', '1649']",11,401.5
cust_01,2023-07-17,July,3,23,False,in-store,['1704'],10,140.0
cust_01,2023-07-23,July,3,23,True,online,"['1691', '1772']",11,208.0
cust_01,2023-07-24,July,3,23,False,online,['1629'],2,82.0
cust_01,2023-07-25,July,3,23,False,in-store,['1689'],1,5.0
cust_01,2023-07-26,July,3,23,False,online,['1750'],2,58.0
cust_01,2023-08-01,August,3,23,False,in-store,['1626'],9,180.0
cust_01,2023-08-02,August,3,23,False,online,['1667'],2,19.0
cust_01,2023-08-04,August,3,23,False,online,['1695'],4,80.0
cust_01,2023-08-07,August,3,23,False,in-store,['1713'],7,266.0
cust_01,2023-08-07,August,3,23,False,online,"['1665', '1647']",11,380.5
cust_01,2023-08-11,August,3,23,False,in-store,['1737'],4,92.0
cust_01,2023-08-14,August,3,23,False,online,['1727'],7,119.0
cust_01,2023-08-24,August,3,23,False,in-store,['1662'],10,410.0
cust_01,2023-08-25,August,3,23,False,online,['1719'],8,184.0
cust_01,2023-08-26,August,3,23,True,in-store,['1757'],10,215.0
cust_01,2023-08-27,August,3,23,True,online,['1700'],4,62.0
cust_01,2023-08-29,August,3,23,False,online,"['1730', '1725']",7,152.0
cust_01,2023-09-04,September,3,23,False,online,['1725'],7,77.0
cust_01,2023-09-05,September,3,23,False,online,['1746'],6,138.0
cust_01,2023-09-06,September,3,23,False,online,['1698'],5,32.5
cust_01,2023-09-07,September,3,23,False,in-store,['1730'],3,78.0
cust_01,2023-09-14,September,3,23,False,online,['1701'],1,23.0
cust_01,2023-09-17,September,3,23,True,in-store,['1614'],7,192.5
cust_01,2023-09-19,September,3,23,False,online,['1633'],5,190.0
cust_01,2023-09-23,September,3,23,True,in-store,['1663'],9,126.0
cust_01,2023-09-25,September,3,23,False,online,['1733'],3,33.0
cust_01,2023-09-27,September,3,23,False,online,"['1789', '1613']",7,254.0
cust_01,2023-09-30,September,3,23,True,in-store,['1726'],4,164.0
cust_01,2023-09-30,September,3,23,True,online,['1655'],6,30.0
cust_01,2023-10-02,October,4,23,False,in-store,['1638'],9,72.0
cust_01,2023-10-09,October,4,23,False,online,['1649'],7,255.5
cust_01,2023-10-10,October,4,23,False,online,['1716'],10,410.0
cust_01,2023-10-15,October,4,23,True,online,['1665'],6,237.0
cust_01,2023-10-17,October,4,23,False,in-store,['1727'],2,34.0
cust_01,2023-10-18,October,4,23,False,in-store,['1634'],4,146.0
cust_01,2023-10-22,October,4,23,True,online,['1740'],1,29.0
cust_01,2023-10-23,October,4,23,False,in-store,['1671'],6,84.0
cust_01,2023-10-27,October,4,23,False,online,['1724'],3,64.5
cust_01,2023-11-06,November,4,24,False,in-store,['1787'],1,26.0
cust_01,2023-11-07,November,4,24,False,in-store,['1674'],6,165.0
cust_01,2023-11-07,November,4,24,False,online,['1742'],8,136.0
cust_01,2023-11-08,November,4,24,False,in-store,['1725'],6,66.0
cust_01,2023-11-12,November,4,24,True,in-store,['1653'],9,193.5
cust_01,2023-11-16,November,4,24,False,in-store,['1614'],8,220.0
cust_01,2023-11-16,November,4,24,False,online,['1735'],6,174.0
cust_01,2023-11-21,November,4,24,False,in-store,['1800'],5,85.0
cust_01,2023-11-24,November,4,24,False,in-store,"['1779', '1754']",10,233.0
cust_01,2023-11-25,November,4,24,True,in-store,['1624'],3,73.5
cust_01,2023-11-26,November,4,24,True,online,['1612'],10,65.0
cust_01,2023-11-27,November,4,24,False,in-store,['1747'],10,110.0
cust_01,2023-12-01,December,4,24,False,in-store,['1798'],9,220.5
cust_01,2023-12-10,December,4,24,True,in-store,['1773'],7,119.0
cust_01,2023-12-10,December,4,24,True,online,['1646'],8,208.0
cust_01,2023-12-11,December,4,24,False,in-store,['1642'],2,22.0
cust_01,2023-12-15,December,4,24,False,online,['1679'],4,68.0
cust_01,2023-12-16,December,4,24,True,online,['1781'],8,112.0
cust_01,2023-12-19,December,4,24,False,in-store,['1740'],5,145.0
cust_01,2023-12-21,December,4,24,False,in-store,['1689'],1,5.0
cust_01,2023-12-24,December,4,24,True,online,['1682'],3,46.5
cust_01,2023-12-25,December,4,24,False,in-store,['1792'],5,115.0
cust_01,2023-12-30,December,4,24,True,in-store,['1781'],4,56.0
cust_01,2024-01-01,January,1,24,False,in-store,['1702'],10,65.0
cust_01,2024-01-01,January,1,24,False,online,['1616'],4,92.0
cust_01,2024-01-02,January,1,24,False,in-store,['1603'],2,43.0
cust_01,2024-01-03,January,1,24,False,online,['1764'],7,150.5
cust_01,2024-01-06,January,1,24,True,online,['1690'],4,158.0
cust_01,2024-01-08,January,1,24,False,in-store,['1660'],5,167.5
cust_01,2024-01-08,January,1,24,False,online,['1677'],2,37.0
cust_01,2024-01-09,January,1,24,False,online,['1605'],9,112.5
cust_01,2024-01-12,January,1,24,False,in-store,['1741'],8,268.0
cust_01,2024-01-13,January,1,24,True,in-store,['1795'],8,148.0
cust_01,2024-01-16,January,1,24,False,in-store,"['1690', '1616']",12,375.0
cust_01,2024-01-19,January,1,24,False,online,['1766'],2,76.0
cust_01,2024-01-21,January,1,24,True,in-store,['1745'],8,124.0
cust_01,2024-01-23,January,1,24,False,online,['1776'],4,32.0
cust_01,2024-01-24,January,1,24,False,online,['1602'],8,232.0
cust_01,2024-01-25,January,1,24,False,online,"['1640', '1701']",8,206.5
cust_01,2024-01-28,January,1,24,True,in-store,['1670'],7,66.5
cust_01,2024-02-03,February,1,24,True,in-store,['1709'],8,232.0
cust_01,2024-02-03,February,1,24,True,online,['1611'],9,58.5
cust_01,2024-02-05,February,1,24,False,online,['1676'],10,155.0
cust_01,2024-02-06,February,1,24,False,in-store,['1674'],7,192.5
cust_01,2024-02-07,February,1,24,False,online,['1639'],6,129.0
cust_01,2024-02-08,February,1,24,False,in-store,['1661'],6,120.0
cust_01,2024-02-08,February,1,24,False,online,['1713'],10,380.0
cust_01,2024-02-13,February,1,24,False,online,['1617'],1,14.0
cust_01,2024-02-14,February,1,24,False,online,['1654'],10,305.0
cust_01,2024-02-16,February,1,24,False,in-store,['1774'],2,40.0
cust_01,2024-02-18,February,1,24,True,online,['1659'],3,100.5
cust_01,2024-02-24,February,1,24,True,online,['1736'],2,67.0
cust_01,2024-02-25,February,1,24,True,in-store,['1625'],4,146.0
cust_01,2024-02-26,February,1,24,False,online,['1677'],6,111.0
cust_01,2024-02-28,February,1,24,False,in-store,['1697'],6,75.0
cust_01,2024-02-29,February,1,24,False,online,['1762'],2,79.0
cust_01,2024-03-01,March,1,24,False,online,['1689'],6,30.0
cust_01,2024-03-02,March,1,24,True,in-store,['1621'],7,171.5
cust_01,2024-03-18,March,1,24,False,in-store,['1639'],9,193.5
cust_01,2024-03-21,March,1,24,False,in-store,['1660'],3,100.5
cust_01,2024-03-24,March,1,24,True,online,"['1606', '1670']",7,98.0
cust_01,2024-03-29,March,1,24,False,in-store,"['1686', '1780', '1789']",18,600.0
cust_01,2024-04-03,April,2,24,False,in-store,['1634'],10,365.0
cust_01,2024-04-05,April,2,24,False,in-store,['1673'],4,140.0
cust_01,2024-04-07,April,2,24,True,online,['1676'],1,15.5
cust_01,2024-04-16,April,2,24,False,in-store,['1715'],6,192.0
cust_01,2024-04-17,April,2,24,False,online,['1638'],6,48.0
cust_01,2024-04-21,April,2,24,True,in-store,['1702'],2,13.0
cust_01,2024-04-23,April,2,24,False,online,['1660'],6,201.0
cust_01,2024-04-24,April,2,24,False,online,['1727'],2,34.0
cust_01,2024-04-27,April,2,24,True,in-store,['1646'],3,78.0
cust_01,2024-04-28,April,2,24,True,online,"['1772', '1680']",13,428.0
cust_01,2024-05-03,May,2,24,False,in-store,"['1632', '1773']",15,270.0
cust_01,2024-05-06,May,2,24,False,online,['1683'],5,190.0
cust_01,2024-05-08,May,2,24,False,in-store,['1731'],8,208.0
cust_01,2024-05-10,May,2,24,False,online,['1665'],9,355.5
cust_01,2024-05-14,May,2,24,False,in-store,"['1622', '1637']",11,350.5
cust_01,2024-05-16,May,2,24,False,in-store,['1645'],3,42.0
cust_01,2024-05-17,May,2,24,False,online,['1617'],2,28.0
cust_01,2024-05-18,May,2,24,True,in-store,['1721'],5,205.0
cust_01,2024-05-19,May,2,24,True,online,['1609'],8,292.0
cust_01,2024-05-21,May,2,24,False,in-store,['1769'],10,380.0
cust_01,2024-05-23,May,2,24,False,online,"['1654', '1646']",3,87.0
cust_01,2024-05-25,May,2,24,True,online,['1794'],5,107.5
cust_01,2024-05-27,May,2,24,False,in-store,['1669'],5,47.5
cust_01,2024-05-31,May,2,24,False,online,['1626'],5,100.0
cust_01,2024-06-02,June,2,24,True,in-store,['1757'],5,107.5
cust_01,2024-06-04,June,2,24,False,online,['1628'],9,315.0
cust_01,2024-06-13,June,2,24,False,online,['1609'],9,328.5
cust_01,2024-06-15,June,2,24,True,online,['1676'],9,139.5
cust_01,2024-06-19,June,2,24,False,online,['1653'],2,43.0
cust_01,2024-06-20,June,2,24,False,in-store,['1617'],3,42.0
cust_01,2024-06-23,June,2,24,True,online,['1627'],2,25.0
cust_01,2024-07-01,July,3,24,False,in-store,['1761'],6,75.0
cust_01,2024-07-05,July,3,24,False,online,['1687'],6,237.0
cust_01,2024-07-08,July,3,24,False,online,"['1661', '1695']",8,160.0
cust_01,2024-07-09,July,3,24,False,online,['1642'],10,110.0
cust_01,2024-07-10,July,3,24,False,online,['1659'],6,201.0
cust_01,2024-07-13,July,3,24,True,in-store,['1660'],9,301.5
cust_01,2024-07-15,July,3,24,False,online,['1750'],4,116.0
cust_01,2024-07-22,July,3,24,False,online,['1663'],7,98.0
cust_01,2024-07-31,July,3,24,False,online,['1697'],4,50.0
cust_01,2024-08-02,August,3,24,False,online,['1650'],10,365.0
cust_01,2024-08-06,August,3,24,False,in-store,['1684'],7,266.0
cust_01,2024-08-06,August,3,24,False,online,['1694'],10,80.0
cust_01,2024-08-09,August,3,24,False,in-store,['1744'],2,58.0
cust_01,2024-08-12,August,3,24,False,online,['1792'],8,184.0
cust_01,2024-08-17,August,3,24,True,in-store,['1676'],3,46.5
cust_01,2024-08-17,August,3,24,True,online,['1693'],1,5.0
cust_01,2024-08-18,August,3,24,True,in-store,['1786'],10,95.0
cust_01,2024-08-19,August,3,24,False,in-store,['1717'],8,172.0
cust_01,2024-08-23,August,3,24,False,in-store,['1693'],5,25.0
cust_01,2024-08-27,August,3,24,False,in-store,['1750'],5,145.0
cust_01,2024-08-27,August,3,24,False,online,"['1703', '1661']",6,108.0
cust_01,2024-08-30,August,3,24,False,in-store,['1671'],5,70.0
cust_01,2024-08-31,August,3,24,True,online,['1738'],5,100.0
cust_01,2024-09-01,September,3,24,True,in-store,['1778'],7,56.0
cust_01,2024-09-02,September,3,24,False,in-store,"['1644', '1652']",9,315.0
cust_01,2024-09-03,September,3,24,False,online,['1613'],1,39.5
cust_01,2024-09-05,September,3,24,False,in-store,['1731'],10,260.0
cust_01,2024-09-08,September,3,24,True,in-store,['1708'],7,140.0
cust_01,2024-09-10,September,3,24,False,online,['1615'],10,290.0
cust_01,2024-09-11,September,3,24,False,online,['1631'],3,55.5
cust_01,2024-09-12,September,3,24,False,in-store,['1617'],6,84.0
cust_01,2024-09-13,September,3,24,False,online,"['1654', '1642']",16,293.0
cust_01,2024-09-16,September,3,24,False,online,['1660'],6,201.0
cust_01,2024-09-18,September,3,24,False,in-store,['1699'],9,315.0
cust_01,2024-09-22,September,3,24,True,online,['1702'],6,39.0
cust_01,2024-09-23,September,3,24,False,in-store,['1699'],9,315.0
cust_01,2024-09-24,September,3,24,False,online,['1757'],3,64.5
cust_01,2024-09-29,September,3,24,True,in-store,['1725'],1,11.0
cust_01,2024-09-30,September,3,24,False,online,['1692'],5,152.5
cust_01,2024-10-03,October,4,24,False,in-store,"['1673', '1642']",8,184.0
cust_01,2024-10-03,October,4,24,False,online,['1608'],5,137.5
cust_01,2024-10-06,October,4,24,True,in-store,['1655'],2,10.0
cust_01,2024-10-08,October,4,24,False,in-store,['1725'],5,55.0
cust_01,2024-10-13,October,4,24,True,in-store,['1773'],7,119.0
cust_01,2024-10-16,October,4,24,False,in-store,['1640'],1,27.5
cust_01,2024-10-19,October,4,24,True,in-store,['1761'],8,100.0
cust_01,2024-10-19,October,4,24,True,online,['1612'],9,58.5
cust_01,2024-10-23,October,4,24,False,in-store,['1771'],10,155.0
cust_01,2024-10-25,October,4,24,False,in-store,['1759'],10,110.0
cust_01,2024-10-27,October,4,24,True,in-store,['1705'],10,245.0
cust_01,2024-10-28,October,4,24,False,in-store,['1608'],4,110.0
cust_01,2024-10-30,October,4,24,False,online,['1733'],6,66.0
cust_01,2024-11-01,November,4,25,False,in-store,['1605'],3,37.5
cust_01,2024-11-02,November,4,25,True,online,"['1737', '1643']",14,385.0
